Accession	Organism	Kingdom	Sequence length	SP cleavage	N-term transmembrane
Q7L592	Homo sapiens	Metazoa	441		False
P20398	Xenopus laevis	Metazoa	591		False
Q9Y6X0	Homo sapiens	Metazoa	1596		False
P47138	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	172		False
Q6FI81	Homo sapiens	Metazoa	312		False
P56671	Mus musculus	Metazoa	477		False
Q9LVA9	Arabidopsis thaliana	Viridiplantae	420		False
Q8IWL3	Homo sapiens	Metazoa	235		False
P47069	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	682		False
P53034	Drosophila melanogaster	Metazoa	331		False
P15720	Gallus gallus	Metazoa	174		False
P40897	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	799		False
Q05543	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	409		False
Q9FKS8	Arabidopsis thaliana	Viridiplantae	446		True
P32841	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	428		False
Q9VH70	Drosophila melanogaster	Metazoa	814		False
Q80VL0	Rattus norvegicus	Metazoa	406		False
Q86BP6	Drosophila melanogaster	Metazoa	1162		False
P48329	Cyanophora paradoxa	Other	180		False
Q8N726	Homo sapiens	Metazoa	132		False
Q8L3P4	Arabidopsis thaliana	Viridiplantae	654		False
P87315	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1630		False
A0A161CFW5	Trypanosoma brucei brucei	Other	305		False
Q8W489	Arabidopsis thaliana	Viridiplantae	865		False
Q9LMT7	Arabidopsis thaliana	Viridiplantae	478		False
Q00912	Wickerhamomyces anomalus	Fungi	342		False
P70670	Mus musculus	Metazoa	2187		False
P18412	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	486		False
O00488	Homo sapiens	Metazoa	134		False
Q8GXJ1	Arabidopsis thaliana	Viridiplantae	552		False
P39979	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	161		False
Q15760	Homo sapiens	Metazoa	415		True
Q7SBR3	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	86		False
Q05942	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	220		False
Q9NRN7	Homo sapiens	Metazoa	309		False
Q9H1U9	Homo sapiens	Metazoa	297		True
O96622	Dictyostelium discoideum	Other	369		False
B9DHG0	Arabidopsis thaliana	Viridiplantae	301		True
P32529	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	125		False
O18412	Drosophila melanogaster	Metazoa	718		False
Q4VAE3	Mus musculus	Metazoa	234		False
P50479	Homo sapiens	Metazoa	330		False
Q13487	Homo sapiens	Metazoa	334		False
Q9SII9	Arabidopsis thaliana	Viridiplantae	538		False
P28834	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	360		False
Q12440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	853		False
O35826	Rattus norvegicus	Metazoa	722		False
A0A0G2K047	Rattus norvegicus	Metazoa	683		False
O74478	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	587		False
P38360	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1216		False
P09956	Drosophila melanogaster	Metazoa	575		False
P93758	Arabidopsis thaliana	Viridiplantae	274		False
P25443	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	254		False
P11638	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	816		False
Q9FJJ3	Arabidopsis thaliana	Viridiplantae	309		False
A6NLJ0	Homo sapiens	Metazoa	364		False
Q09725	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1587		False
Q12467	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	430		False
O61715	Caenorhabditis elegans	Metazoa	454		True
Q9NYL2	Homo sapiens	Metazoa	800		False
Q9UU84	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	426		False
P08212	Pisum sativum	Viridiplantae	81		True
Q9HB75	Homo sapiens	Metazoa	910		False
P81450	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	59		True
O82230	Arabidopsis thaliana	Viridiplantae	182		False
Q9V3Y0	Drosophila melanogaster	Metazoa	215		False
P32904	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	214		False
Q9LR64	Arabidopsis thaliana	Viridiplantae	174		False
Q9CQE1	Mus musculus	Metazoa	247		False
Q5S006	Mus musculus	Metazoa	2527		False
Q96N96	Homo sapiens	Metazoa	652		False
O55102	Mus musculus	Metazoa	125		False
Q7Z4G1	Homo sapiens	Metazoa	85		False
A0A096LP01	Homo sapiens	Metazoa	95		True
P48552	Homo sapiens	Metazoa	1158		False
Q8SWR3	Drosophila melanogaster	Metazoa	435		False
P41958	Caenorhabditis elegans	Metazoa	280		False
P53694	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	308		False
Q7S7R6	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	315		False
Q8BZT9	Mus musculus	Metazoa	430		False
Q9STY4	Arabidopsis thaliana	Viridiplantae	599		False
P38634	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	284		False
Q9FJK3	Arabidopsis thaliana	Viridiplantae	321		False
P24499	Trypanosoma brucei brucei	Other	229		True
D0EL35	Arabidopsis thaliana	Viridiplantae	1272		False
Q2VLK6	Trypanosoma cruzi (strain CL Brener)	Other	358		False
Q6B0I6	Homo sapiens	Metazoa	523		False
P54987	Mus musculus	Metazoa	488		False
Q9UUB6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	300		False
P36617	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	877		False
P54860	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	961		False
O74317	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	113		False
Q08215	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	383		False
O76064	Homo sapiens	Metazoa	485		False
Q9CZP5	Mus musculus	Metazoa	418		True
Q95XA8	Caenorhabditis elegans	Metazoa	486		False
P36094	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	363		False
Q9H582	Homo sapiens	Metazoa	1327		False
Q8VDP4	Mus musculus	Metazoa	922		False
Q9Y817	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1297		False
Q9SGA2	Arabidopsis thaliana	Viridiplantae	361		False
Q7XK25	Oryza sativa subsp. japonica	Viridiplantae	475		False
Q9M1X2	Arabidopsis thaliana	Viridiplantae	279		False
P30968	Homo sapiens	Metazoa	328		True
Q02884	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	456		False
Q01852	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	431		False
Q21446	Caenorhabditis elegans	Metazoa	539		False
Q9C8L2	Arabidopsis thaliana	Viridiplantae	287		False
P47910	Spinacia oleracea	Viridiplantae	101		False
Q8K3Y3	Mus musculus	Metazoa	209		False
Q03151	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	367		False
P25348	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	183		False
O74783	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	463		False
Q949P2	Arabidopsis thaliana	Viridiplantae	701		False
O64973	Arabidopsis thaliana	Viridiplantae	889		False
Q920Q0	Rattus norvegicus	Metazoa	383		False
Q96KG9	Homo sapiens	Metazoa	808		False
Q9WTW1	Rattus norvegicus	Metazoa	1043		False
Q9LD47	Arabidopsis thaliana	Viridiplantae	320		False
Q96305	Arabidopsis thaliana	Viridiplantae	136		False
Q9CQ86	Mus musculus	Metazoa	115		False
P21784	Mus musculus	Metazoa	527		False
Q96PH1	Homo sapiens	Metazoa	765		False
P03874	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	630		False
P91027	Caenorhabditis elegans	Metazoa	338		False
Q920Q3	Rattus norvegicus	Metazoa	154		False
Q61136	Mus musculus	Metazoa	1007		False
Q9Y4U1	Homo sapiens	Metazoa	282		False
Q9SX85	Arabidopsis thaliana	Viridiplantae	887		False
Q8LC79	Arabidopsis thaliana	Viridiplantae	295		False
Q8CHP0	Mus musculus	Metazoa	950		False
D9PTN5	Caenorhabditis elegans	Metazoa	1009		False
P40041	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	505		False
Q9VC45	Drosophila melanogaster	Metazoa	1954		False
Q9ZNT1	Arabidopsis thaliana	Viridiplantae	281		True
P50748	Homo sapiens	Metazoa	2209		False
Q9USX8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	239		False
P46637	Arabidopsis thaliana	Viridiplantae	342		False
P02318	Bos taurus	Metazoa	51		False
Q08365	Chlamydomonas reinhardtii	Viridiplantae	712		False
P09081	Drosophila melanogaster	Metazoa	494		False
Q03111	Homo sapiens	Metazoa	559		False
Q9R269	Mus musculus	Metazoa	1755		False
P25578	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	521		False
P39995	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	279		False
Q9NX46	Homo sapiens	Metazoa	363		False
Q3URD3	Mus musculus	Metazoa	845		True
Q8BG87	Mus musculus	Metazoa	1803		False
Q12931	Homo sapiens	Metazoa	704		False
P43587	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	155		False
P80484	Amphidinium carterae	Other	370		False
O74968	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	249		False
Q8NDZ0	Homo sapiens	Metazoa	799		False
Q0WVF8	Arabidopsis thaliana	Viridiplantae	1134		False
P40026	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	464		False
Q9EQN3	Mus musculus	Metazoa	387		False
P51587	Homo sapiens	Metazoa	3418		False
Q8BGC4	Mus musculus	Metazoa	377		False
Q7KZN9	Homo sapiens	Metazoa	410		True
Q6DFW0	Mus musculus	Metazoa	481		False
Q9NUQ2	Homo sapiens	Metazoa	364		True
O82660	Arabidopsis thaliana	Viridiplantae	403		False
Q8GWA7	Arabidopsis thaliana	Viridiplantae	349		False
Q9Y6X4	Homo sapiens	Metazoa	670		False
Q8I266	Plasmodium falciparum (isolate 3D7)	Other	1470		True
P40532	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	138		True
Q96JH7	Homo sapiens	Metazoa	1222		False
Q14722	Homo sapiens	Metazoa	419		False
O94279	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	172		False
P82611	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	777		False
P82979	Homo sapiens	Metazoa	210		False
O49687	Arabidopsis thaliana	Viridiplantae	589		False
P40477	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1460		False
P22812	Drosophila melanogaster	Metazoa	462		False
Q05863	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	155		False
P08635	Rattus norvegicus	Metazoa	263		False
P53866	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	767		False
P38207	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	520		False
Q9FJN9	Arabidopsis thaliana	Viridiplantae	220		False
Q7KRI2	Drosophila melanogaster	Metazoa	127		False
Q9ULX3	Homo sapiens	Metazoa	412		False
Q8W1E3	Arabidopsis thaliana	Viridiplantae	298		False
Q96RK1	Homo sapiens	Metazoa	184		False
Q8TBZ3	Homo sapiens	Metazoa	569		False
Q28177	Bos taurus	Metazoa	415		False
O14423	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	514		False
Q9P2D0	Homo sapiens	Metazoa	1353		False
O74905	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	189		False
B4DJY2	Homo sapiens	Metazoa	109		True
P32453	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	318		False
P78811	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	506		False
Q336N8	Oryza sativa subsp. japonica	Viridiplantae	858		False
O88484	Rattus norvegicus	Metazoa	530		False
Q45VK7	Mus musculus	Metazoa	4306		False
Q9JIH2	Mus musculus	Metazoa	466		False
Q10432	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	735		False
Q8VYL1	Arabidopsis thaliana	Viridiplantae	588		False
P32773	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	286		False
A0A509AKI1	Plasmodium berghei (strain Anka)	Other	836		False
K9NVA6	Hematodinium sp	Other	132		False
Q9UTT2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1206		False
Q96QF7	Homo sapiens	Metazoa	691		False
Q9ES56	Mus musculus	Metazoa	219		False
Q12420	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	587		False
Q00278	Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)	Fungi	271		False
Q9SB47	Arabidopsis thaliana	Viridiplantae	319		False
Q9NWZ8	Homo sapiens	Metazoa	242		False
O74846	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	752		False
Q8LPQ5	Arabidopsis thaliana	Viridiplantae	1254		False
P53264	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	445		False
Q7SA90	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	453		False
Q8R0N6	Mus musculus	Metazoa	465		False
Q92766	Homo sapiens	Metazoa	1687		False
Q8WXI9	Homo sapiens	Metazoa	593		False
Q9HAC7	Homo sapiens	Metazoa	438		False
Q10173	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	441		False
Q8BKY8	Mus musculus	Metazoa	385		False
Q9UHQ1	Homo sapiens	Metazoa	456		False
P01375	Homo sapiens	Metazoa	233		True
Q7JM44	Caenorhabditis elegans	Metazoa	2242		False
Q08417	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	382		True
A2SWM2	Danio rerio	Metazoa	504		True
P54103	Mus musculus	Metazoa	621		False
O60097	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	526		False
P56288	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	458		False
Q9V9V9	Drosophila melanogaster	Metazoa	200		False
Q86WA8	Homo sapiens	Metazoa	852		False
Q9FJV5	Arabidopsis thaliana	Viridiplantae	276		False
Q9LSV0	Arabidopsis thaliana	Viridiplantae	289		False
Q08963	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	238		False
Q8CJ67	Mus musculus	Metazoa	570		False
B8B0E2	Oryza sativa subsp. indica	Viridiplantae	1246		False
P50440	Homo sapiens	Metazoa	423		False
Q96DX5	Homo sapiens	Metazoa	294		False
P43266	Euglena gracilis	Other	100		True
Q8T053	Drosophila melanogaster	Metazoa	434		False
P21951	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2222		False
Q6Q547	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	58		False
Q9BWT1	Homo sapiens	Metazoa	371		False
Q38834	Arabidopsis thaliana	Viridiplantae	852		False
A1A4Y4	Homo sapiens	Metazoa	181		False
P15308	Xenopus laevis	Metazoa	273		False
Q7S7U5	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	71		True
Q00873	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	224		False
Q9CAI5	Arabidopsis thaliana	Viridiplantae	465		False
P53168	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	247		False
P60896	Homo sapiens	Metazoa	70		False
Q9CQ91	Mus musculus	Metazoa	84		True
Q9CPQ8	Mus musculus	Metazoa	103		False
Q6PCT2	Homo sapiens	Metazoa	694		False
Q12321	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	566		False
P40085	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	556		True
Q91V81	Mus musculus	Metazoa	478		False
Q9Y3A4	Homo sapiens	Metazoa	280		False
Q498E2	Rattus norvegicus	Metazoa	182		False
Q9LG26	Arabidopsis thaliana	Viridiplantae	689		False
Q86TW2	Homo sapiens	Metazoa	530		False
Q08297	Mus musculus	Metazoa	339		False
Q8NB91	Homo sapiens	Metazoa	859		False
Q75WU1	Oryza sativa subsp. japonica	Viridiplantae	93		False
Q2WG80	Danio rerio	Metazoa	140		False
Q61827	Mus musculus	Metazoa	156		False
Q5HYI7	Homo sapiens	Metazoa	312		False
P10862	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	487		False
Q9UT17	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	328		False
P41920	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	201		False
Q42512	Arabidopsis thaliana	Viridiplantae	139		False
Q9H3S7	Homo sapiens	Metazoa	1636		False
Q06493	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	454		False
P36118	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	322		False
Q6IR34	Mus musculus	Metazoa	673		False
Q96LD4	Homo sapiens	Metazoa	638		False
P10676	Drosophila melanogaster	Metazoa	1501		False
Q8N5Y2	Homo sapiens	Metazoa	521		False
Q8I6Z7	Plasmodium falciparum (isolate 3D7)	Other	1139		False
Q9U405	Drosophila melanogaster	Metazoa	570		False
Q9W484	Drosophila melanogaster	Metazoa	985		False
P29172	Bos taurus	Metazoa	448		False
Q9ES71	Rattus norvegicus	Metazoa	678		False
G5EEV2	Caenorhabditis elegans	Metazoa	4062		False
Q9H777	Homo sapiens	Metazoa	363		False
Q9D011	Mus musculus	Metazoa	178		False
Q5H943	Homo sapiens	Metazoa	113		True
Q8W4D6	Arabidopsis thaliana	Viridiplantae	598		False
P70331	Mus musculus	Metazoa	251		False
O14235	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	348		False
Q9VIF5	Drosophila melanogaster	Metazoa	981		False
Q13492	Homo sapiens	Metazoa	652		False
Q52KF3	Mus musculus	Metazoa	598		False
O43164	Homo sapiens	Metazoa	708		False
Q1KPV0	Arabidopsis thaliana	Viridiplantae	912		False
A0A075TXZ1	Penicillium expansum	Fungi	324		False
P91928	Drosophila melanogaster	Metazoa	739		True
Q8C4V4	Mus musculus	Metazoa	428		False
O94679	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1158		False
Q9UTR1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1018		False
P39996	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	337		False
Q9BSF4	Homo sapiens	Metazoa	260		True
A0A0P0WQ90	Oryza sativa subsp. japonica	Viridiplantae	416		False
Q9C9B9	Arabidopsis thaliana	Viridiplantae	643		False
P46983	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	293		False
P31115	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	442		False
O43044	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1136		False
P32337	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1089		False
F6TQD1	Mus musculus	Metazoa	307		False
Q9Y6A4	Homo sapiens	Metazoa	193		False
Q9SQU2	Arabidopsis thaliana	Viridiplantae	199		True
Q9BZV1	Homo sapiens	Metazoa	441		False
Q9BQ65	Homo sapiens	Metazoa	265		False
Q9GRZ3	Caenorhabditis elegans	Metazoa	1641		False
Q04311	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	632		False
Q0WR66	Arabidopsis thaliana	Viridiplantae	793		False
P23225	Zea mays	Viridiplantae	1616		False
Q2EMV9	Mus musculus	Metazoa	1817		False
O13998	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	392		False
Q31708	Arabidopsis thaliana	Viridiplantae	362		False
Q3MHJ5	Bos taurus	Metazoa	138		False
Q5XIE6	Rattus norvegicus	Metazoa	385		False
Q9ULJ3	Homo sapiens	Metazoa	1066		False
P33411	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	251		False
Q90ZA1	Xenopus laevis	Metazoa	631		False
Q08816	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	343		False
Q9BRP8	Homo sapiens	Metazoa	204		False
Q08202	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	246		False
P61023	Rattus norvegicus	Metazoa	195		False
P34218	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	831		False
Q9FGT8	Arabidopsis thaliana	Viridiplantae	186		False
P0DO12	Arabidopsis thaliana	Viridiplantae	126		False
P53119	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	910		False
Q09130	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	446		False
Q8NBS3	Homo sapiens	Metazoa	875		False
Q23238	Caenorhabditis elegans	Metazoa	893		False
Q04377	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	747		False
C0HM83	Homo sapiens	Metazoa	58		False
Q53H12	Homo sapiens	Metazoa	422		False
P09114	Nicotiana tabacum	Viridiplantae	664		False
Q94165	Caenorhabditis elegans	Metazoa	256		False
P45968	Caenorhabditis elegans	Metazoa	339		False
O60216	Homo sapiens	Metazoa	631		False
Q9VMA3	Drosophila melanogaster	Metazoa	1117		False
Q8IZF0	Homo sapiens	Metazoa	1738		True
O49292	Arabidopsis thaliana	Viridiplantae	260		False
Q8NF64	Homo sapiens	Metazoa	920		False
P20134	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	766		False
P62952	Homo sapiens	Metazoa	87		True
Q07279	Mus musculus	Metazoa	373		False
P16547	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	393		True
Q4WW97	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	292		False
P33076	Homo sapiens	Metazoa	1130		False
Q9P7P1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	147		False
P0DJH7	Gallus gallus	Metazoa	80		False
O95229	Homo sapiens	Metazoa	277		False
Q8N3J3	Homo sapiens	Metazoa	647		False
Q8IU60	Homo sapiens	Metazoa	420		False
Q9SMX3	Arabidopsis thaliana	Viridiplantae	274		False
Q9VWN4	Drosophila melanogaster	Metazoa	1150		False
Q12955	Homo sapiens	Metazoa	4377		False
O00180	Homo sapiens	Metazoa	336		True
Q6PL11	Oryza sativa subsp. japonica	Viridiplantae	173		False
Q9VFW4	Drosophila melanogaster	Metazoa	251		False
Q9TW65	Caenorhabditis elegans	Metazoa	3674		False
P38838	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	269		False
Q5BJM8	Rattus norvegicus	Metazoa	378		True
P49654	Rattus norvegicus	Metazoa	397		True
Q9H5F2	Homo sapiens	Metazoa	150		False
Q84T94	Oryza sativa subsp. japonica	Viridiplantae	639		False
P49815	Homo sapiens	Metazoa	1807		False
Q9SIE1	Arabidopsis thaliana	Viridiplantae	475		False
Q9URQ5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	78		False
O77389	Plasmodium falciparum (isolate 3D7)	Other	309		True
Q05979	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	453		False
Q05175	Rattus norvegicus	Metazoa	220		False
Q9ASY8	Arabidopsis thaliana	Viridiplantae	75		True
P63212	Bos taurus	Metazoa	71		False
Q9JLI8	Mus musculus	Metazoa	962		False
Q9T6H8	Arabidopsis thaliana	Viridiplantae	382		True
O82259	Arabidopsis thaliana	Viridiplantae	225		False
P53153	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	274		True
P46783	Homo sapiens	Metazoa	165		False
Q63836	Mus musculus	Metazoa	472		False
O95278	Homo sapiens	Metazoa	331		False
P10080	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	294		False
P43246	Homo sapiens	Metazoa	934		False
P43616	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	481		False
P40517	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	327		False
O22806	Arabidopsis thaliana	Viridiplantae	395		False
Q08457	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	257		False
Q80VQ0	Mus musculus	Metazoa	468		False
G5EGK6	Caenorhabditis elegans	Metazoa	2407		False
Q05728	Arabidopsis thaliana	Viridiplantae	389		False
Q04839	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	188		False
P48837	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	541		False
O62203	Caenorhabditis elegans	Metazoa	1073		False
P0C6S7	Rattus norvegicus	Metazoa	1260		False
Q9NZB2	Homo sapiens	Metazoa	1118		False
Q05636	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	305		False
Q08235	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	291		False
Q9LW29	Arabidopsis thaliana	Viridiplantae	575		False
Q12062	Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)	Fungi	643		False
P06509	Spinacia oleracea	Viridiplantae	272		False
P43572	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	832		False
O76075	Homo sapiens	Metazoa	338		False
Q9LFP6	Arabidopsis thaliana	Viridiplantae	367		True
Q96I59	Homo sapiens	Metazoa	477		False
P82024	Spinacia oleracea	Viridiplantae	180		False
G5EG17	Caenorhabditis elegans	Metazoa	1149		False
Q9CUU3	Mus musculus	Metazoa	1500		False
P54654	Dictyostelium discoideum	Other	464		False
P21651	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	314		False
P39715	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	212		False
P36037	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	715		False
Q8VHL0	Mus musculus	Metazoa	384		True
Q9H4X1	Homo sapiens	Metazoa	137		False
Q96RL1	Homo sapiens	Metazoa	719		False
Q8VZE7	Arabidopsis thaliana	Viridiplantae	671		False
Q8GV05	Arabidopsis thaliana	Viridiplantae	106		False
Q02099	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	2386		False
Q63425	Rattus norvegicus	Metazoa	1383		False
Q96EY7	Homo sapiens	Metazoa	689		False
A2IDD5	Homo sapiens	Metazoa	438		False
Q7Z7F0	Homo sapiens	Metazoa	614		False
P14923	Homo sapiens	Metazoa	745		False
Q92759	Homo sapiens	Metazoa	462		False
P53267	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	343		False
Q02892	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	647		False
H2KYS8	Caenorhabditis elegans	Metazoa	1107		True
O13722	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	450		False
Q8QFX1	Gallus gallus	Metazoa	1325		False
P38880	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	579		False
Q01992	Rattus norvegicus	Metazoa	710		False
P36121	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	282		False
Q9H5J8	Homo sapiens	Metazoa	278		False
Q8VE70	Mus musculus	Metazoa	212		False
Q94IN5	Euglena gracilis	Other	1803		False
P23508	Homo sapiens	Metazoa	829		False
P97855	Mus musculus	Metazoa	465		False
Q800K6	Xenopus laevis	Metazoa	1513		False
Q75RY2	Oryza sativa subsp. japonica	Viridiplantae	492		False
