Accession	Organism	Kingdom	Sequence length	SP cleavage	N-term transmembrane
O13777	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	217		False
O42661	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	117		False
Q09728	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	411		False
Q9P6N2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	229		False
O74469	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	133		False
O94580	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	282		False
O94740	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	466		False
Q11120	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	515		False
Q4V7K4	Xenopus laevis	Metazoa	733		False
O59734	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	78		False
O74736	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	305		False
O74856	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	335		False
O94701	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	272		False
Q10585	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	124		False
P38937	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	262		False
A4UVI1	Papio anubis	Metazoa	444		False
O74791	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	470		False
Q5ABU7	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	564		False
S8EZA7	Toxoplasma gondii (strain ATCC 50611 / Me49)	Other	534		True
I6VSD2	Capra hircus	Metazoa	224		True
O13816	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	962		False
Q76NL8	Plasmodium falciparum (isolate 3D7)	Other	1193		False
Q96TL7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	693		False
P87227	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	672		False
Q9P7A0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	319		False
P30776	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	628		False
Q9URT4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	697		False
O43070	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	613		False
Q6TEC1	Xenopus laevis	Metazoa	212		False
Q8IW03	Homo sapiens	Metazoa	269		False
Q7Z2W9	Homo sapiens	Metazoa	205		False
Q9NYJ1	Homo sapiens	Metazoa	87		False
O13801	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	596		False
A1L188	Homo sapiens	Metazoa	74		False
Q90X64	Xenopus laevis	Metazoa	521		False
Q92341	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	630		True
O13795	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	402		False
Q8IAX8	Plasmodium falciparum (isolate 3D7)	Other	248		False
O59757	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1364		False
Q9UTK5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1727		False
O74434	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	626		False
P19518	Oryctolagus cuniculus	Metazoa	222		True
O14079	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	624		False
P78953	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	920		False
Q43157	Spinacia oleracea	Viridiplantae	285		False
Q9UT18	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	591		False
E7FKV8	Oryzias latipes	Metazoa	2742		False
G5DBJ0	Nicotiana benthamiana	Viridiplantae	252		False
Q94BY9	Arabidopsis thaliana	Viridiplantae	550		False
Q9UTG8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	94		False
Q92351	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1208		False
Q10109	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	688		False
Q9P6S5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	307		False
Q1MTQ7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	633		False
O13712	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	844		False
Q9US52	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	118		False
Q7LL22	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	462		False
E2RU10	Giardia intestinalis (strain ATCC 50803 / WB clone C6)	Other	238		False
Q9BXL5	Homo sapiens	Metazoa	484		False
Q9Y421	Homo sapiens	Metazoa	112		False
Q05048	Homo sapiens	Metazoa	431		False
Q84K35	Arabidopsis thaliana	Viridiplantae	330		False
Q96ER3	Homo sapiens	Metazoa	474		False
Q9BRU2	Homo sapiens	Metazoa	100		False
P32314	Homo sapiens	Metazoa	431		False
Q96B77	Homo sapiens	Metazoa	213		True
Q96I36	Homo sapiens	Metazoa	57		True
Q9SX65	Arabidopsis thaliana	Viridiplantae	156		False
C0HM98	Homo sapiens	Metazoa	186		False
Q96HE9	Homo sapiens	Metazoa	360		False
Q8N4H5	Homo sapiens	Metazoa	51		True
Q5JTH9	Homo sapiens	Metazoa	1297		False
Q8N4T4	Homo sapiens	Metazoa	335		False
Q2TAP0	Homo sapiens	Metazoa	167		False
Q8N292	Homo sapiens	Metazoa	157		True
Q8TDV2	Homo sapiens	Metazoa	347		True
Q6DWJ6	Homo sapiens	Metazoa	353		True
Q9Z2N6	Rattus norvegicus	Metazoa	79		False
F4HS99	Arabidopsis thaliana	Viridiplantae	1797		False
P39994	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	560		False
Q9M7I7	Arabidopsis thaliana	Viridiplantae	318		False
Q6GKV1	Arabidopsis thaliana	Viridiplantae	324		False
Q9S7R7	Arabidopsis thaliana	Viridiplantae	460		False
Q9D4W2	Mus musculus	Metazoa	315		False
P22354	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	195		False
P32445	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	135		False
P36527	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	147		False
P53070	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	669		False
Q03246	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	237		False
P01098	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	86		False
P36532	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	105		False
Q03430	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	361		False
Q07534	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	307		True
O14464	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	93		False
P36521	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	249		False
P38876	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	190		False
P40858	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	161		False
P53233	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	369		False
Q08952	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	273		False
P25039	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	761		False
P31334	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	269		False
P33759	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	307		False
P36528	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	281		False
P41977	Caenorhabditis elegans	Metazoa	218		False
P82922	Bos taurus	Metazoa	397		False
Q12283	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	360		False
Q12487	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	163		False
Q9CQX8	Mus musculus	Metazoa	102		False
Q03370	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	554		False
Q99LD8	Mus musculus	Metazoa	285		False
P11178	Bos taurus	Metazoa	455		False
P10849	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	440		False
P38705	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	446		False
P07266	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	363		False
Q3E785	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	79		False
Q5M729	Arabidopsis thaliana	Viridiplantae	539		False
P38162	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	196		False
Q9M0S5	Arabidopsis thaliana	Viridiplantae	764		False
Q6YSY5	Oryza sativa subsp. japonica	Viridiplantae	357		False
Q9LQK7	Arabidopsis thaliana	Viridiplantae	475		False
Q9M9V6	Arabidopsis thaliana	Viridiplantae	562		False
Q0WMY5	Arabidopsis thaliana	Viridiplantae	952		False
P40566	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	764		False
O61766	Caenorhabditis elegans	Metazoa	383		False
B2D6P4	Caenorhabditis elegans	Metazoa	508		False
P36093	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	366		False
Q8BMA5	Mus musculus	Metazoa	1420		False
Q8K3D3	Mus musculus	Metazoa	89		False
Q8VZS6	Arabidopsis thaliana	Viridiplantae	567		False
Q9M365	Arabidopsis thaliana	Viridiplantae	359		False
P32489	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	222		False
P38210	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	180		False
P38241	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	364		False
P43554	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	623		False
P53125	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1264		False
Q02796	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	332		False
Q12507	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	346		False
Q6NPN9	Arabidopsis thaliana	Viridiplantae	350		False
Q8C8M1	Mus musculus	Metazoa	221		False
Q8R400	Mus musculus	Metazoa	80		True
Q91W39	Mus musculus	Metazoa	579		False
Q9VIV2	Drosophila melanogaster	Metazoa	1062		False
E9Q6W4	Mus musculus	Metazoa	445		False
P15619	Drosophila melanogaster	Metazoa	869		False
P53854	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	179		False
Q12104	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	458		False
Q9LJ87	Arabidopsis thaliana	Viridiplantae	415		False
Q9LU68	Arabidopsis thaliana	Viridiplantae	435		False
P03872	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	296		False
P34072	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	584		False
P40154	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	320		False
P41814	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	478		False
P43579	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	692		False
P68350	Arabidopsis thaliana	Viridiplantae	175		False
Q04116	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	353		False
Q12415	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	435		False
Q5SU73	Mus musculus	Metazoa	570		False
Q80T69	Mus musculus	Metazoa	795		False
Q8VZL6	Arabidopsis thaliana	Viridiplantae	441		False
Q9FGN8	Arabidopsis thaliana	Viridiplantae	639		False
Q9LUA3	Arabidopsis thaliana	Viridiplantae	122		False
Q9W1H4	Drosophila melanogaster	Metazoa	747		False
Q07979	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	502		False
Q12345	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	250		False
Q5JNS0	Oryza sativa subsp. japonica	Viridiplantae	379		False
Q8R515	Rattus norvegicus	Metazoa	873		False
Q94KE2	Arabidopsis thaliana	Viridiplantae	1550		False
Q99LT0	Mus musculus	Metazoa	99		False
Q9FJ17	Arabidopsis thaliana	Viridiplantae	211		False
Q9VU86	Drosophila melanogaster	Metazoa	1873		False
Q00361	Bos taurus	Metazoa	71		False
Q06405	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	101		False
Q8BH70	Mus musculus	Metazoa	621		False
Q9D4J1	Mus musculus	Metazoa	240		False
Q8BJ64	Mus musculus	Metazoa	596		False
Q9CQH3	Mus musculus	Metazoa	189		True
P05626	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	244		False
Q9D023	Mus musculus	Metazoa	127		True
P39103	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	70		True
P93303	Arabidopsis thaliana	Viridiplantae	158		True
Q03218	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	510		False
P05085	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	880		False
P53333	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	577		False
Q12433	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	566		False
Q8VDP2	Mus musculus	Metazoa	222		False
Q9JMC2	Mus musculus	Metazoa	493		False
Q9LTK0	Arabidopsis thaliana	Viridiplantae	191		False
Q9ZPQ3	Arabidopsis thaliana	Viridiplantae	317		False
P36069	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	295		False
Q6ASS9	Oryza sativa subsp. japonica	Viridiplantae	123		False
Q8K2X8	Mus musculus	Metazoa	71		False
Q9D115	Mus musculus	Metazoa	76		False
Q9QYL0	Mus musculus	Metazoa	170		False
P25367	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	405		False
P33412	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	323		False
P54730	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	416		False
Q03220	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	320		False
Q8R3H9	Mus musculus	Metazoa	386		False
Q9M9V9	Arabidopsis thaliana	Viridiplantae	156		False
Q9S758	Arabidopsis thaliana	Viridiplantae	181		False
Q9XZT7	Drosophila melanogaster	Metazoa	146		False
Q3UIU2	Mus musculus	Metazoa	128		True
P22058	Drosophila melanogaster	Metazoa	355		False
P29467	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	408		False
P34253	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	313		False
P38858	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	249		False
P39011	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	633		False
P40481	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	377		False
Q12180	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1030		False
Q18171	Caenorhabditis elegans	Metazoa	424		False
Q3USZ2	Mus musculus	Metazoa	394		False
Q9GS00	Caenorhabditis elegans	Metazoa	601		False
G2HK15	Caenorhabditis elegans	Metazoa	367		False
P15796	Caenorhabditis elegans	Metazoa	191		False
P46970	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1048		False
Q12090	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	404		False
Q5I2A0	Mus musculus	Metazoa	440		False
Q9FGN7	Arabidopsis thaliana	Viridiplantae	726		False
Q9VGE2	Drosophila melanogaster	Metazoa	384		False
Q9WTJ4	Mus musculus	Metazoa	500		False
F4KBW6	Arabidopsis thaliana	Viridiplantae	1838		False
F4K6X0	Arabidopsis thaliana	Viridiplantae	121		False
Q9C685	Arabidopsis thaliana	Viridiplantae	211		False
P10834	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	293		False
Q0WPZ7	Arabidopsis thaliana	Viridiplantae	611		False
P40007	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	231		False
Q9LZ08	Arabidopsis thaliana	Viridiplantae	214		False
P53266	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	389		True
P10355	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	254		False
Q96326	Arabidopsis thaliana	Viridiplantae	256		True
Q3E705	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	233		False
P00423	Bos taurus	Metazoa	169		False
P40035	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	300		True
P53188	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	120		False
Q06668	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	471		False
Q5NCS9	Mus musculus	Metazoa	454		True
Q923Q2	Mus musculus	Metazoa	1113		False
Q8L7Z0	Arabidopsis thaliana	Viridiplantae	720		True
Q94AQ9	Arabidopsis thaliana	Viridiplantae	260		False
Q9FM19	Arabidopsis thaliana	Viridiplantae	286		False
Q7TMF3	Mus musculus	Metazoa	145		False
P38851	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1228		False
P0DP88	Danio rerio	Metazoa	75		True
Q9FZ96	Arabidopsis thaliana	Viridiplantae	356		True
Q9C7A2	Arabidopsis thaliana	Viridiplantae	590		False
Q9DBN1	Mus musculus	Metazoa	621		True
Q9FXH5	Arabidopsis thaliana	Viridiplantae	393		True
Q9FZK4	Arabidopsis thaliana	Viridiplantae	122		False
F4HVZ5	Arabidopsis thaliana	Viridiplantae	279		False
Q6NZF1	Mus musculus	Metazoa	792		False
Q562A2	Rattus norvegicus	Metazoa	1073		False
Q06568	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	189		False
Q9LMK5	Arabidopsis thaliana	Viridiplantae	160		False
Q22037	Caenorhabditis elegans	Metazoa	346		False
Q9JJL0	Mus musculus	Metazoa	238		False
Q9VPH0	Drosophila melanogaster	Metazoa	869		False
Q9U213	Caenorhabditis elegans	Metazoa	425		False
Q05809	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	96		False
Q6NL34	Drosophila melanogaster	Metazoa	543		False
Q5NCM1	Mus musculus	Metazoa	492		False
O49660	Arabidopsis thaliana	Viridiplantae	491		True
P40169	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	301		True
Q9LQU4	Arabidopsis thaliana	Viridiplantae	152		True
Q9M9V7	Arabidopsis thaliana	Viridiplantae	587		True
Q5SFM8	Mus musculus	Metazoa	1060		False
Q9VDV3	Drosophila melanogaster	Metazoa	546		False
P43606	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	678		False
Q8H1Q1	Arabidopsis thaliana	Viridiplantae	280		False
Q9ZVZ9	Arabidopsis thaliana	Viridiplantae	199		False
Q04279	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	960		False
Q94CD4	Arabidopsis thaliana	Viridiplantae	134		False
Q9LX31	Arabidopsis thaliana	Viridiplantae	265		False
Q8BMA3	Mus musculus	Metazoa	555		False
O80832	Arabidopsis thaliana	Viridiplantae	410		False
Q1ACB3	Arabidopsis thaliana	Viridiplantae	386		False
O77475	Drosophila melanogaster	Metazoa	392		True
O46101	Drosophila melanogaster	Metazoa	244		True
Q94AQ8	Arabidopsis thaliana	Viridiplantae	348		False
Q9SRY4	Arabidopsis thaliana	Viridiplantae	453		False
Q8L7E5	Arabidopsis thaliana	Viridiplantae	703		False
Q9CQT6	Mus musculus	Metazoa	229		False
P35183	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	429		False
P78917	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	550		False
B4FUP5	Zea mays	Viridiplantae	253		False
Q09924	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	467		False
Q92262	Komagataella pastoris	Fungi	455		False
A0A120KVR5	Trypanosoma brucei brucei	Other	1642		False
A0A120KVR8	Trypanosoma brucei brucei	Other	1728		False
A0A3Q7HWE4	Solanum lycopersicum	Viridiplantae	165		False
C6KST8	Plasmodium falciparum (isolate 3D7)	Other	358		True
C4R5T1	Komagataella phaffii (strain GS115 / ATCC 20864)	Fungi	384		False
P82194	Spinacia oleracea	Viridiplantae	126		False
P21357	Solanum tuberosum	Viridiplantae	538		False
P22798	Spinacia oleracea	Viridiplantae	271		False
Q93Y52	Chlamydomonas reinhardtii	Viridiplantae	280		False
Q9SMH4	Chlamydomonas reinhardtii	Viridiplantae	410		False
P82244	Spinacia oleracea	Viridiplantae	152		False
Q9M424	Solanum tuberosum	Viridiplantae	498		False
P27684	Spinacia oleracea	Viridiplantae	142		False
P82413	Spinacia oleracea	Viridiplantae	233		False
G8B839	Candida parapsilosis (strain CDC 317 / ATCC MYA-4646)	Fungi	266		False
D5LXJ0	Lotus japonicus	Viridiplantae	691		False
Q01371	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	1167		False
Q09761	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	699		False
Q6Q4H1	Hydra vulgaris	Metazoa	385		False
Q9Y808	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1063		False
O14362	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	504		False
Q92353	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	468		False
A9Y0K8	Medicago truncatula	Viridiplantae	313		False
P78714	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	530		False
Q9GSF8	Euplotes aediculatus	Other	437		False
Q9P7M1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	491		False
A0A075TXZ8	Penicillium expansum	Fungi	799		False
O94329	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	183		False
O94459	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	559		False
O94468	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	213		False
Q9USQ4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	396		False
Q9USU8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	551		False
I1RAW4	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1)	Fungi	316		False
O13800	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	230		False
Q09675	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	240		False
Q9HGN5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	279		False
A0A2H1VE33	Spodoptera frugiperda	Metazoa	332		False
O94308	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	422		False
P10156	Tetrahymena thermophila (strain SB210)	Other	164		False
Q8WZK0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	695		False
Q8WZK3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	138		False
Q9C0W0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	409		False
D2K8N5	Nicotiana benthamiana	Viridiplantae	403		False
O14141	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	241		False
O74547	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	422		False
P83211	Bolinus brandaris	Metazoa	107		False
Q38FI2	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	143		False
Q9LEK8	Digitalis lanata	Viridiplantae	118		False
Q9UT55	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	438		False
O94258	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	978		False
O74761	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	459		False
Q8WZJ8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	210		False
Q9HFR0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	437		False
Q9P7S9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	194		False
Q9USW9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	244		False
B8Y6I0	Zea mays	Viridiplantae	786		False
D3U717	Petunia hybrida	Viridiplantae	434		False
P53991	Chlamydomonas reinhardtii	Viridiplantae	354		False
E1BUG7	Gallus gallus	Metazoa	690		False
Q8IBN8	Plasmodium falciparum (isolate 3D7)	Other	899		False
Q9UT91	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	211		True
Q10204	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	250		False
J9VIL4	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	623		True
P87310	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	144		False
Q801E2	Xenopus laevis	Metazoa	1116		False
O13600	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	209		False
O74904	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	122		False
Q810F1	Cavia porcellus	Metazoa	705		True
Q59NP1	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	251		True
Q6DFQ7	Xenopus tropicalis	Metazoa	342		True
O36024	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	280		False
O94716	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	233		False
O94261	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	220		False
Q1MTN3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1018		False
P19476	Entamoeba histolytica (strain ATCC 30459 / HM-1:IMSS / ABRM)	Other	233		False
A0A7J6KC99	Toxoplasma gondii	Other	7603		False
O74500	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	736		False
A0A2R6X6S3	Marchantia polymorpha	Viridiplantae	911		False
Q4KLP8	Xenopus laevis	Metazoa	663		False
A3R064	Gallus gallus	Metazoa	426		False
A0A075TRA9	Penicillium expansum	Fungi	546		True
Q3KPK4	Xenopus laevis	Metazoa	280		False
Q8GT66	Pisum sativum	Viridiplantae	436		False
A0A2Z4LIS9	Homo sapiens	Metazoa	290		False
P47148	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	283		False
Q0VAA5	Homo sapiens	Metazoa	305		False
Q86WR6	Homo sapiens	Metazoa	236		False
L0R6Q1	Homo sapiens	Metazoa	103		True
Q9NY87	Homo sapiens	Metazoa	97		False
Q96NS1	Homo sapiens	Metazoa	127		False
Q5GH77	Homo sapiens	Metazoa	459		True
Q8TBR7	Homo sapiens	Metazoa	257		True
Q96P67	Homo sapiens	Metazoa	336		True
O88892	Mus musculus	Metazoa	62		False
Q04598	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	105		False
Q2YDI5	Bos taurus	Metazoa	212		False
Q3ZBF3	Bos taurus	Metazoa	380		False
Q66JZ4	Mus musculus	Metazoa	499		False
P39965	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	576		False
P47015	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	356		False
P47127	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	394		False
P82669	Bos taurus	Metazoa	173		False
Q3SZ86	Bos taurus	Metazoa	205		False
P0C2B6	Bos taurus	Metazoa	128		False
P38172	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	270		False
P47007	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	382		False
Q3ZC04	Bos taurus	Metazoa	102		False
Q9LK57	Arabidopsis thaliana	Viridiplantae	394		False
P10662	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	321		False
P34231	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	750		False
Q99N89	Mus musculus	Metazoa	183		False
